bgA;bgB;bgC;bgD;bgE;V1;V2;V3;V4;V5
1;4;4;4;2;16;59;53;34;49
4;2;4;4;2;11;41;96;94;45
1;2;4;4;3;22;33;68;68;58
4;3;4;4;2;19;62;92;70;31
1;2;4;4;1;11;39;53;62;67
2;4;4;4;3;38;30;84;50;61
1;2;4;4;2;26;50;84;66;29
1;1;4;4;1;23;56;86;67;55
4;4;4;4;2;12;55;61;63;29
3;3;4;4;2;2;34;93;64;44
4;4;4;4;2;31;37;102;80;46
1;1;4;4;2;29;50;65;78;40
4;3;4;4;2;37;32;85;50;42
4;4;4;4;3;4;44;85;62;51
1;4;4;4;3;25;59;49;87;77
2;2;4;4;3;34;26;82;57;56
4;4;4;4;3;24;51;103;69;74
4;4;4;4;3;38;59;89;97;45
3;4;4;4;3;5;55;73;55;59
3;3;4;4;2;21;63;81;62;38
3;2;4;4;2;22;79;77;79;66
4;3;4;4;2;23;64;79;51;14
1;1;1;1;1;39;61;75;56;42
4;2;4;4;3;11;50;78;73;52
4;2;4;4;2;20;58;73;74;67
1;4;4;4;3;29;63;69;70;50
4;3;4;4;2;24;72;122;91;61
1;4;4;4;3;14;38;65;47;28
4;4;4;4;2;13;49;77;63;81
1;1;4;4;1;11;49;82;40;42
4;4;4;4;3;4;65;80;84;58
4;4;4;4;3;18;60;107;83;39
1;1;4;3;1;9;25;84;95;41
1;2;4;2;2;16;64;118;86;63
3;1;4;1;1;29;64;112;80;59
3;1;4;1;1;23;39;78;51;48
1;1;1;1;1;37;70;103;62;70
2;1;4;1;1;19;59;66;50;47
1;1;1;1;1;42;50;93;62;43
1;1;4;1;2;19;33;60;78;48
1;2;4;1;2;31;52;62;62;27
3;1;4;1;2;4;71;98;110;69
4;3;4;4;3;12;40;88;82;59
3;4;4;3;3;34;36;68;68;31
4;4;4;2;2;1;42;71;82;51
2;3;4;2;2;8;44;73;67;54
2;3;4;2;1;21;61;77;53;41
1;2;1;1;1;29;57;90;78;50
2;1;4;2;2;10;38;58;63;57
1;1;4;2;3;0;34;99;70;62
4;4;4;4;2;18;63;92;64;50
4;4;4;4;3;20;63;73;50;44
1;4;4;4;2;2;51;57;66;51
4;3;4;4;3;16;31;76;79;52
4;4;4;4;3;9;54;97;68;21
1;1;4;2;1;12;47;109;86;48
4;3;4;4;3;5;74;41;69;50
1;4;4;2;3;11;40;38;64;68
1;2;4;3;2;7;25;73;49;55
4;3;4;3;3;6;53;91;98;47
4;4;4;4;3;31;72;105;72;68
3;3;4;1;3;14;67;97;71;56
4;4;4;4;3;29;59;52;46;71
4;4;4;4;3;20;59;78;91;71
3;2;4;2;2;12;53;69;86;56
4;4;4;4;3;9;74;76;95;44
3;4;4;4;3;36;56;96;62;59
1;1;1;4;2;6;26;74;39;49
4;4;4;4;3;11;35;70;61;45
4;4;1;1;1;22;64;86;60;36
3;1;4;1;2;5;39;55;94;50
1;1;4;1;1;13;44;55;77;19
3;2;1;1;1;26;62;69;66;67
2;1;1;1;1;12;52;119;91;64
1;1;4;1;1;8;29;72;81;33
3;2;4;1;1;14;66;105;49;87
1;1;1;1;2;32;55;75;74;64
3;4;4;1;1;15;39;86;74;37
4;1;4;1;1;32;47;82;67;52
1;1;4;1;2;6;52;69;78;63
2;2;4;1;2;6;43;83;39;48
4;4;4;1;2;5;82;84;86;75
1;4;4;1;2;13;44;82;73;34
2;3;1;1;1;21;48;73;69;46
4;4;3;3;3;0;28;69;76;54
1;1;4;4;2;12;38;38;102;40
3;3;4;3;2;17;65;69;65;51
3;3;4;2;1;41;41;76;85;59
3;2;4;4;1;23;41;112;88;54
4;3;4;4;1;42;71;73;101;51
4;4;4;4;3;20;46;81;76;63
3;4;3;4;2;43;38;74;60;58
4;3;4;2;2;35;52;90;90;67
1;4;4;2;2;25;68;52;92;48
4;4;4;4;3;12;42;86;68;51
4;3;4;4;3;26;37;119;81;64
1;3;4;3;2;14;75;58;75;41
4;2;1;1;2;42;26;105;88;40
4;2;4;1;2;23;42;105;60;69
4;4;4;4;3;8;63;75;74;37
4;3;4;4;2;20;28;78;75;29
3;3;4;4;3;13;39;69;74;44
4;3;4;3;2;34;54;81;79;29
4;4;4;4;3;6;53;73;99;61
4;4;4;4;3;21;57;84;82;54
4;4;4;1;2;31;75;122;77;58
4;3;4;1;2;45;39;58;65;41
2;4;4;4;3;15;51;77;59;31
4;3;4;4;3;16;44;81;92;49
3;3;4;2;3;18;52;81;89;43
2;2;4;4;2;37;31;98;64;63
4;1;1;1;3;29;56;73;67;34
4;2;1;4;2;28;45;78;73;75
4;4;4;4;2;22;55;65;65;31
1;3;4;4;2;52;53;49;70;70
4;3;4;4;2;13;46;92;48;52
1;1;4;1;1;7;63;111;93;44
4;4;4;4;3;11;60;68;72;26
4;2;4;4;3;24;26;88;66;32
3;2;4;1;2;4;63;54;65;32
4;4;4;4;3;30;47;85;80;48
4;4;4;4;3;28;62;66;81;49
4;4;4;4;2;12;43;70;67;51
4;4;4;4;3;12;39;87;44;33
4;4;4;4;3;23;74;80;83;59
3;2;1;1;1;9;30;47;39;42
2;1;1;1;1;18;45;51;74;40
